Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Signals,NoOf Signals,Index,EPS (ttm),Insider Own(%),Shs Outstand,Perf Week(%),Forward P/E,EPS next Y,Insider Trans(%),Shs Float,Perf Month(%),Income,PEG,EPS next Q,Inst Own(%),Perf Quarter(%),Sales,P/S,EPS this Y(%),Inst Trans(%),Short Interest,Perf Half Y(%),Book/sh,P/B,EPS next Y Percentage(%),ROA(%),Target Price,Perf Year(%),Cash/sh,P/C,EPS next 5Y(%),ROE(%),52W Range From,52W Range To,Perf YTD(%),Dividend,P/FCF,EPS past 5Y(%),ROI(%),52W High(%),Beta,Dividend %(%),Quick Ratio,Sales past 5Y(%),Gross Margin(%),52W Low(%),ATR,Employees,Current Ratio,Sales Q/Q(%),Oper. Margin(%),RSI (14),Volatility W(%),Volatility M(%),Optionable,Debt/Eq,EPS Q/Q(%),Profit Margin(%),Rel Volume,Prev Close,Shortable,LT Debt/Eq,Payout(%),Avg Volume,Recom,SMA20(%),SMA50(%),SMA200(%),Description,Date,Short Float Percentage(%),Short Float Ratio,Earnings_Date,Earnings_Timing
BXP,"Boston Properties, Inc.",Real Estate,REIT - Office,USA,-2147483648,16.52,71.98,-0.014499999999999999,302515,TL Resistance,1,S&P 500,4.42,0.1,156750000,8.2,29.27,2.5,12.13,156460000.0,6.75,693600000.0,2.36,0.55,99.8,0.57,3010000000.0,3.94,42.8,2.93,4930000.0,18.03,39.27,1.86,3.92,3.0,76.11,36.77,2.31,31.63,7.0,11.7,64.03,133.11,6.45,3.92,26.04,0.6,4.9,45.95,1.09,5.37,,2.5,63.3,12.35,2.33,743,,8.3,32.8,50.29,3.27,2.94,True,2.29,231.5,23.0,0.27,73.04,True,2.29,88.5,1630000,2.5,0.67,3.32,14.02,"Boston Properties (NYSE:BXP) is the largest publicly-held developer and owner of Class A office properties in the United States, concentrated in five markets - Boston, Los Angeles, New York, San Francisco and Washington, DC. The Company is a fully integrated real estate company, organized as a real estate investment trust (REIT), that develops, manages, operates, acquires and owns a diverse portfolio of primarily Class A office space. The Company's portfolio totals 51.2 million square feet and 196 properties, including six properties under construction/redevelopment.",2023-02-09,3.15,3.02,2023-01-31,AMC
AMK,"AssetMark Financial Holdings, Inc.",Financial,Asset Management,USA,2029999999,22.47,26.97,-0.0168,20666,TL Resistance,1,-,1.22,0.6,73840000,1.28,13.28,2.06,0.0,22040000.0,11.3,90000000.0,0.7,0.44,27.1,13.36,597800000.0,3.4,405.8,6.89,480000.0,29.4,14.86,1.85,18.68,6.3,27.4,13.41,2.03,13.53,32.26,8.6,16.88,27.86,17.3,,15.82,23.98,2.6,3.18,1.09,,3.7,,72.9,59.83,0.72,874,3.7,10.7,21.0,65.01,3.05,2.73,True,0.11,144.9,15.1,0.30,27.43,True,0.1,0.0,100510,2.0,3.84,9.41,28.28,"AssetMark Financial Holdings, Inc. provides wealth management and technology solutions in the United States. It offers an open-architecture product platform, as well as client advice, asset allocation options, practice management, support services, and technology to the financial adviser channel. The company provides integrated technology platform for advisers for accessing a range of automated processes, including new account opening, portfolio construction, streamlined financial planning, customer billing, investor reporting, progress to goal analysis, and client activity tracking; advisory services; and curated investment platform. It also offers SaaS-based financial planning, wellness, and client digital engagement solutions. The company also offers mutual funds; custodial recordkeeping services primarily to investor clients of registered investment advisers; and wealth management services for individual investors. It serves independent advisers who provide wealth management advice to the U.S. investors and advisers. The company was founded in 1996 and is headquartered in Concord, California. AssetMark Financial Holdings, Inc. operates as a subsidiary of Huatai International Investment Holdings Limited.",2023-02-09,2.18,4.78,2022-11-01,AMC
HIBB,"Hibbett, Inc.",Consumer Cyclical,Specialty Retail,USA,868020000,8.7,68.08,-0.0149,70700,"['Channel Up', 'TL Resistance']",2,-,7.95,0.1,12840000,1.96,6.51,10.61,0.0,11720000.0,7.35,107300000.0,3.35,3.5,,12.98,1630000000.0,0.53,121.8,8.16,1620000.0,34.51,26.32,2.63,9.42,12.9,77.43,16.23,2.0,34.58,2.6,34.1,39.58,75.38,0.37,1.0,71.74,32.7,59.4,9.83,1.68,1.45,0.2,11.7,35.2,71.73,2.82,3600,1.3,13.5,8.6,49.9,3.94,4.06,True,0.16,15.1,6.6,0.32,69.11,True,0.0,9.2,310020,1.6,0.42,1.0,20.66,"Hibbett, Inc. together with its subsidiaries, engages in the retail of athletic-inspired fashion products in small and mid-sized communities in the United States. Its stores offer a range of merchandise, including athletic footwear, athletic and fashion apparel, team sports equipment, and related accessories. As of January 29, 2022, the company operated approximately 1,096 retail stores, which include 900 Hibbett Sports stores, 179 City Gear stores, and 17 Sports Additions athletic shoe stores. It also sells its products through online channels. Hibbett, Inc. was founded in 1945 and is headquartered in Birmingham, Alabama.",2023-02-09,13.84,5.23,2022-11-29,BMO
OAEM,OneAscent Emerging Markets ETF,Financial,Exchange Traded Fund,USA,0,,28.11,0.0046,782,TL Resistance,1,-,,,0,2.15,,,,,4.84,,,,,15.07,,,,,,,,,,,,,,,,,22.24,28.84,11.45,,,,,2.52,,,,,,26.42,0.36,0,,,,59.06,0.87,0.73,False,,,,0.07,27.99,False,,,14760,,1.04,6.08,11.72,"Under normal market conditions, the fund will invest at least 80% of its total assets (plus borrowings for investment purposes) in equity securities of non-U.S. companies in emerging market countries, including common stocks, depositary receipts evidencing ownership of common stocks, preferred stocks, securities convertible into common stocks, and securities that carry the right to buy common stocks (e.g., rights and warrants).",2023-02-09,,,,
SEAS,"SeaWorld Entertainment, Inc.",Consumer Cyclical,Leisure,USA,-2147483648,14.79,65.83,0.011000000000000001,276560,"['TL Resistance', 'Wedge Up']",2,-,4.4,1.2,67180000,2.31,13.43,4.85,2.35,35640000.0,13.26,313700000.0,0.8,0.73,,15.92,1710000000.0,2.44,180.7,4.83,3250000.0,19.74,-6.26,,16.73,12.6,70.78,3.43,1.71,38.06,18.52,124.5,40.01,76.57,22.7,,11.94,88.6,17.9,14.25,2.02,,0.5,2.3,50.1,64.1,1.99,2800,0.6,8.4,28.7,66.22,3.0,3.33,True,,55.9,18.3,0.55,65.12,True,,0.0,722070,2.1,7.57,14.72,22.89,"SeaWorld Entertainment, Inc., together with its subsidiaries, operates as a theme park and entertainment company in the United States. The company operates SeaWorld theme parks in Orlando, Florida; San Antonio, Texas; and San Diego, California, as well as Busch Gardens theme parks in Tampa, Florida, and Williamsburg, Virginia. It also operates water park attractions in Orlando, Florida; San Antonio, Texas; San Diego, California; Chula Vista, California; Tampa, Florida; and Williamsburg, Virginia. In addition, the company operates a reservations-only theme park in Orlando, Florida and a park in Langhorne, Pennsylvania. It operates a portfolio of twelve theme parks under the SeaWorld, Busch Gardens, Aquatica, Discovery Cove, Water Country USA, Adventure Island, and Sesame Place brands. The company was formerly known as SW Holdco, Inc. and changed its name to SeaWorld Entertainment, Inc. in December 2012. SeaWorld Entertainment, Inc. was founded in 1959 and is headquartered in Orlando, Florida.",2023-02-09,9.11,4.5,2023-02-28,BMO
ETNB,"89bio, Inc.",Healthcare,Biotechnology,USA,652640000,,14.44,-0.0123,407381,TL Resistance,1,-,-4.35,0.9,47250000,13.82,,-2.79,289.53,46170000.0,34.47,-103700000.0,,-0.69,89.3,64.07,,,45.7,20.56,4280000.0,244.17,3.23,4.53,8.6,64.2,24.38,172.22,4.33,3.38,11.0,89.9,2.0,15.50,13.55,,,,,6.74,,,5.8,,,622.75,0.91,41,5.8,,,70.34,8.6,7.74,False,0.13,59.8,,0.59,14.62,True,0.09,,993600,1.4,19.33,32.48,122.79,"89bio, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of therapies for the treatment of liver and cardio-metabolic diseases. Its lead product candidate is pegozafermin, a glycoPEGylated analog of fibroblast growth factor 21 for the treatment of nonalcoholic steatohepatitis. The company also intends to develop pegozafermin for the treatment of severe hypertriglyceridemia. 89bio, Inc. was incorporated in 2018 and is headquartered in San Francisco, California.",2023-02-09,9.27,4.31,2022-11-10,AMC
DELL,Dell Technologies Inc.,Technology,Computer Hardware,USA,-2147483648,26.55,42.18,0.008100000000000001,1601583,TL Resistance,1,-,1.58,1.1,728000000,0.75,6.61,6.33,2.79,234260000.0,0.92,1220000000.0,8.97,1.26,82.4,4.16,99460000000.0,0.3,113.3,1.08,10020000.0,10.86,-4.77,,15.55,,49.51,29.77,6.83,6.13,2.96,,32.9,61.54,4.67,1.32,,27.7,24.0,31.59,1.01,3.15,0.6,10.2,15.2,27.98,1.14,133000,0.7,12.9,,56.79,3.22,2.71,True,,93.2,,0.72,41.84,True,,,3190000,2.1,3.26,2.3,0.49,"Dell Technologies Inc. designs, develops, manufactures, markets, sells, and supports various comprehensive and integrated solutions, products, and services in the Americas, Europe, the Middle East, Asia, and internationally. The company operates through two segments, Infrastructure Solutions Group (ISG) and Client Solutions Group (CSG). The ISG segment provides traditional and next-generation storage solutions; and rack, blade, tower, and hyperscale servers. This segment also offers networking products and services that help its business customers to transform and modernize their infrastructure, mobilize and enrich end-user experiences, and accelerate business applications and processes; attached software and peripherals; and support and deployment, configuration, and extended warranty services. The CSG segment provides desktops, workstations, and notebooks; displays, docking stations, and other electronics; and third-party software and peripherals, as well as support and deployment, configuration, and extended warranty services. The company is also involved in the provision of information security solutions focused on protecting its clients from cyber attacks; and cloud software and infrastructure-as-a-service solutions that enable customers to migrate, run, and manage mission-critical applications in cloud-based IT environments, as well as in the resale of VMware products and services. The company was formerly known as Denali Holding Inc. and changed its name to Dell Technologies Inc. in August 2016. Dell Technologies Inc. was founded in 1984 and is headquartered in Round Rock, Texas.",2023-02-09,4.28,3.14,2023-03-02,AMC
FTSD,Franklin Short Duration U.S. Government ETF,Financial,Exchange Traded Fund,USA,0,,89.65,-0.0009,25331,TL Resistance,1,-,,,0,0.44,,,,,0.16,,,,,0.71,,,,,,1.54,,,,,,3.81,,,,,87.28,93.46,0.25,1.73,,,,4.04,,1.93,,,,2.76,0.32,0,,,,42.05,0.35,0.27,False,,,,1.92,89.73,False,,,18580,,0.28,0.06,0.8,"Under normal market conditions, the fund invests at least 80% of its net assets in securities issued or guaranteed by the U.S. government, its agencies, or instrumentalities. To pursue its investment goal, it may invest in certain interest rate-related derivative transactions, principally U.S. Treasury futures contracts and options on interest rate/bond futures. The fund is an actively managed exchange-traded fund (ETF) that does not seek to replicate the performance of a specified index.",2023-02-09,,,,
XSD,SPDR S&P Semiconductor ETF,Financial,Exchange Traded Fund,USA,0,,207.48,0.0149,51732,TL Resistance,1,-,,,0,1.49,,,,,15.08,,,,,25.14,,,,,,11.72,,,,,,0.33,,,,,138.65,220.31,23.94,0.84,,,,5.92,,0.41,,,,49.48,5.87,0,,,,63.7,2.98,2.77,True,,,,1.09,204.44,True,,,66550,,6.38,13.5,20.76,"In seeking to track the performance of the S&P Semiconductor Select Industry Index (the ""index""), the fund employs a sampling strategy. It generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index represents the semiconductors segment of the S&P Total Market Index (""S&P TMI"").",2023-02-09,,,,
DFSI,Dimensional ETF Trust Dimension,Financial,Exchange Traded Fund,USA,0,,30.18,0.0063,27026,TL Resistance,1,-,,,0,1.66,,,,,3.97,,,,,15.81,,,,,,,,,,,,,,,,,24.55,30.81,8.51,0.61,,,,2.14,,2.02,,,,22.84,0.36,0,,,,59.9,0.91,0.96,False,,,,0.60,29.99,True,,,64640,,0.37,4.45,6.39,"The Portfolio is designed to purchase a broad and diverse group of securities of non-U.S. companies in developed markets. The Portfolio invests in companies of all sizes, with increased exposure to smaller capitalization, lower relative price, and higher profitability companies as compared to their representation in the International Universe, while adjusting the composition of the Portfolio based on sustainability impact considerations.",2023-02-09,,,,
FMIL,Fidelity New Millennium ETF,Financial,Exchange Traded Fund,USA,0,,31.22,-0.0006,7225,TL Resistance,1,-,,,0,1.17,,,,,4.43,,,,,5.75,,,,,,6.54,,,,,,3.25,,,,,25.68,31.60,6.87,0.65,,,,1.52,,2.07,,,,21.2,0.42,0,,,,58.83,1.34,1.28,False,,,,0.63,31.24,True,,,16760,,1.46,3.94,8.29,"Normally the fund invests primarily in equity securities. Identifying early signs of long-term changes in the marketplace and focusing on those companies that may benefit from opportunities created by these changes by examining technological advances, product innovation, economic plans, demographics, social attitudes, and other factors, which can lead to investments in small and medium-sized companies. It invests in domestic and foreign issuers. The fund is non-diversified.",2023-02-09,,,,
JEF,Jefferies Financial Group Inc.,Financial,Financial Conglomerates,USA,-2147483648,12.86,39.32,-0.0023,305888,TL Resistance,1,-,3.06,11.5,239010000,1.28,9.11,4.33,2.39,167420000.0,5.08,774200000.0,0.71,0.53,66.1,19.24,7150000000.0,1.25,50.4,2.78,3450000.0,20.6,42.81,0.92,36.64,1.4,39.0,5.76,42.68,0.92,18.0,7.5,24.72,40.68,20.07,1.2,6.89,27.7,1.9,3.32,1.43,3.04,,8.1,72.6,59.07,0.93,5381,,13.7,15.6,61.89,2.03,2.48,True,3.07,52.7,10.8,0.36,39.41,True,1.07,36.4,1230000,2.6,1.3,8.49,23.21,"Jefferies Financial Group Inc. engages in the investment banking and capital markets, and asset management businesses in the Americas, Europe, the Middle East, and Asia. The company operates in two segments, Investment Banking and Capital Markets, and Asset Management. It provides investment banking, advisory services with respect to mergers or acquisitions, restructurings or recapitalizations and private capital advisory transactions; equity and debt underwriting; and corporate lending. In addition, the company offers financing, securities lending, and other prime brokerage services; equities research and finance; and wealth management services. Further, it provides clients with sales and trading of investment grade corporate bonds, U.S. and European government and agency securities, municipal bonds, mortgage-backed and asset-backed securities, leveraged loans, consumer loans, high yield and distressed securities, emerging markets debt, interest rate, and credit derivative products, as well as foreign exchange trade execution and securitization; and manages, invests in, and provides services to a diverse group of alternative asset management platforms across a spectrum of investment strategies and asset classes. The company was formerly known as Leucadia National Corporation and changed its name to Jefferies Financial Group Inc. in May 2018. Jefferies Financial Group Inc. was founded in 1962 and is headquartered in New York, New York.",2023-02-09,2.06,2.81,2023-01-09,AMC
CRS,Carpenter Technology Corporation,Industrials,Metal Fabrication,USA,-2147483648,,49.63,-0.0116,109189,"['Channel Up', 'TL Resistance']",2,-,-0.12,1.2,48800000,2.67,17.12,2.93,0.0,47300000.0,18.13,-5800000.0,,0.35,94.4,26.15,2150000000.0,1.13,78.7,3.49,1260000.0,40.89,27.07,1.85,194.18,0.2,57.0,67.83,0.41,121.38,22.87,0.4,24.76,51.71,33.8,0.8,,24.8,0.8,4.42,1.78,1.59,1.1,0.4,11.0,99.62,1.97,4100,2.5,46.2,2.3,63.79,3.19,4.59,True,0.59,120.6,0.3,0.47,50.21,True,0.52,,335080,2.0,6.1,17.35,36.14,"Carpenter Technology Corporation engages in the manufacture, fabrication, and distribution of specialty metals in the United States, Europe, the Asia Pacific, Mexico, Canada, and internationally. It operates in two segments, Specialty Alloys Operations and Performance Engineered Products. The company offers specialty alloys, including titanium alloys, powder metals, stainless steels, alloy steels, and tool steels, as well as additives, and metal powders and parts. It serves aerospace, defense, medical, transportation, energy, industrial, and consumer markets. The company was founded in 1889 and is headquartered in Philadelphia, Pennsylvania.",2023-02-09,2.65,3.75,2023-01-26,BMO
