,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Signals,NoOf Signals,Index,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float / Ratio,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Interest,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility W,Volatility M,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Recom,SMA20,SMA50,SMA200
261,AMSC,American Superconductor Corporation,Industrials,Specialty Industrial Machinery,USA,193880000.0,,6.05,-0.0791,326195.0,Top Losers,1,-,-1.20,4.30%,27.95M,7.46%,-,-0.40,5.40%,27.56M,56.33%,-33.20M,-,-0.18,49.90%,1.50% / 2.03,58.38%,102.50M,1.89,25.70%,1.40%,0.41M,21.24%,3.12,2.11,43.80%,-19.30%,10.00,-23.13%,-,-,25.00%,-33.70%,3.20,10.14,64.40%,-,-,18.70%,-17.60%,-40.34%,1.32,-,0.80,7.60%,7.80%,88.95%,0.41,326,1.40,-10.80%,-30.30%,64.12,10.37%,7.66%,Yes,0.00,-116.80%,-32.40%,1.61,6.57,Yes,0.00,Feb 01 AMC,-,202.79K,1.70,14.59%,41.04%,25.94%
262,KOPN,Kopin Corporation,Technology,Electronic Components,USA,149460000.0,,1.29,-0.0786,494059.0,Top Losers,1,-,-0.18,0.90%,93.52M,3.20%,-,-0.09,5.56%,83.64M,-16.23%,-16.50M,-,-0.04,18.30%,1.39% / 1.73,21.70%,48.40M,3.09,-182.00%,-16.23%,1.16M,-16.77%,0.32,4.37,40.00%,-28.90%,4.75,-52.22%,0.14,9.96,20.00%,-45.60%,0.96,3.02,4.03%,-,-,16.20%,-34.90%,-57.28%,2.51,-,2.00,15.10%,35.70%,34.37%,0.11,181,2.40,7.30%,-39.70%,47.05,6.37%,7.85%,Yes,0.00,-179.60%,-34.00%,0.74,1.40,Yes,0.00,Nov 01 BMO,-,671.71K,2.00,-6.89%,-6.35%,-2.89%
263,CCRN,"Cross Country Healthcare, Inc.",Industrials,Staffing & Employment Services,USA,1060000000.0,4.91,27.25,-0.0785,1164643.0,Top Losers,1,-,6.02,1.70%,37.10M,-5.97%,9.28,3.19,-15.21%,35.26M,-3.78%,227.20M,0.49,0.89,99.02%,9.69% / 5.43,-18.54%,2.82B,0.38,65.70%,0.94%,3.42M,22.03%,11.39,2.60,-37.17%,26.20%,39.33,25.87%,0.84,35.14,10.00%,61.10%,15.26,40.12,2.56%,-,22.46,74.20%,28.90%,-32.08%,1.04,-,2.40,15.00%,22.60%,78.57%,1.55,8679,2.40,69.70%,10.50%,43.28,6.54%,5.10%,Yes,0.31,48.80%,8.10%,1.85,29.57,Yes,0.31,Feb 22 AMC,0.00%,629.60K,2.40,-3.72%,-7.28%,3.25%
264,EDIT,"Editas Medicine, Inc.",Healthcare,Biotechnology,USA,790000000.0,,10.34,-0.0784,1594674.0,Top Losers,1,-,-2.93,0.30%,68.74M,-0.67%,-,-3.02,-1.36%,68.43M,25.79%,-201.10M,-,-0.80,73.30%,32.35% / 10.96,-6.34%,25.60M,30.86,-43.90%,2.73%,22.14M,-42.52%,6.03,1.86,3.20%,-33.30%,14.24,-46.48%,5.96,1.88,1.70%,-41.30%,7.70,21.59,16.57%,-,-,1.20%,-34.90%,-52.12%,1.90,-,10.10,33.40%,-,34.20%,0.72,264,10.10,-99.30%,-,56.10,7.41%,7.48%,Yes,0.00,-41.50%,-,0.79,11.22,Yes,0.00,Nov 02 BMO,-,2.02M,2.80,11.21%,10.14%,-17.22%
265,IVVD,"Invivyd, Inc.",Healthcare,Biotechnology,USA,241390000.0,,1.88,-0.0784,181926.0,Top Losers,1,-,-2.58,27.54%,108.42M,-16.81%,-,-1.91,0.00%,78.98M,5.03%,-279.80M,-,-0.40,75.40%,3.52% / 8.77,-47.78%,-,-,-784.00%,1.53%,2.78M,-50.66%,3.48,0.59,12.80%,-53.70%,2.75,-79.68%,3.54,0.58,-,-61.80%,1.42,12.11,25.33%,-,-,-,-,-84.48%,-,-,9.10,-,-,32.39%,0.22,101,9.10,-,-,42.21,9.34%,11.97%,Yes,0.00,57.80%,-,0.57,2.04,Yes,0.00,Nov 10 AMC,-,317.23K,3.30,-12.72%,-3.38%,-39.75%
266,RENT,"Rent the Runway, Inc.",Consumer Cyclical,Apparel Retail,USA,281000000.0,,4.02,-0.078,1133077.0,Top Losers,1,-,-2.38,5.30%,64.52M,-7.59%,-,-1.84,-1.65%,58.22M,5.79%,-151.80M,-,-0.51,75.90%,12.17% / 2.47,137.87%,285.10M,0.99,-23.50%,-13.46%,7.08M,-21.64%,-0.35,-,18.90%,-37.70%,5.85,-28.09%,2.73,1.60,-,-675.40%,1.10,7.49,31.80%,-,-,-,-41.50%,-46.33%,-,-,2.60,-,-,265.45%,0.38,958,2.60,31.20%,-40.60%,53.79,7.70%,9.69%,Yes,-,59.90%,-53.20%,0.39,4.36,Yes,-,Dec 07 AMC,-,2.87M,2.20,-0.78%,27.25%,14.89%
267,MOTS,"Motus GI Holdings, Inc.",Healthcare,Diagnostics & Research,USA,5160000.0,,1.07,-0.0776,56577.0,Top Losers,1,-,-7.41,2.10%,4.66M,3.88%,-,-3.15,0.00%,4.45M,7.00%,-19.70M,-,-1.18,6.20%,5.51% / 1.50,-38.86%,0.60M,8.60,10.40%,-,0.25M,-70.77%,0.26,4.46,57.30%,-89.70%,6.58,-86.29%,2.99,0.39,-,-343.20%,0.68,13.00,27.38%,-,-,-0.80%,-,-91.77%,1.88,-,2.60,-,36.30%,57.35%,0.08,30,2.80,200.00%,-,51.79,5.07%,7.77%,No,14.50,15.50%,-,0.35,1.16,Yes,11.37,Nov 14 AMC,-,163.78K,2.00,5.24%,0.13%,-66.19%
268,CLDX,"Celldex Therapeutics, Inc.",Healthcare,Biotechnology,USA,2109999999.9999998,,42.34,-0.0776,530159.0,"['Top Losers', 'TL Support']",2,-,-2.27,0.20%,47.10M,-3.13%,-,-2.43,-70.89%,46.96M,-5.60%,-106.00M,-,-0.59,-,7.38% / 6.99,21.49%,1.10M,1918.20,18.40%,2.70%,3.47M,20.01%,7.36,6.24,-2.10%,-25.80%,64.33,34.84%,7.04,6.52,-,-27.70%,19.85,48.40,-5.00%,-,-,38.70%,-16.90%,-12.52%,2.19,-,20.50,-7.30%,-,113.30%,2.02,132,20.50,100.00%,-,40.35,4.61%,4.12%,Yes,0.00,-26.90%,-,1.07,45.90,Yes,0.00,-,-,495.53K,1.50,-7.95%,-0.94%,27.16%
269,PACB,"Pacific Biosciences of California, Inc.",Healthcare,Diagnostics & Research,USA,2870000000.0,,10.38,-0.07730000000000001,4364673.0,Top Losers,1,-,-1.34,0.80%,225.12M,-9.58%,-,-1.32,-7.94%,206.29M,9.73%,-299.20M,-,-0.36,88.90%,11.73% / 5.33,23.28%,137.00M,20.94,-628.30%,-6.71%,24.20M,55.86%,2.78,4.05,5.00%,-15.70%,12.25,-5.72%,3.27,3.44,-1.00%,-42.20%,3.85,14.20,26.89%,-,-,-1.30%,-10.00%,-26.90%,1.61,-,10.70,7.50%,44.30%,169.61%,0.82,728,11.20,-7.40%,-,46.31,6.74%,8.21%,Yes,1.43,-544.70%,-,0.96,11.25,Yes,1.43,Feb 16 AMC,-,4.54M,2.50,-7.91%,3.59%,44.28%
270,APE,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,USA,3250000000.0,,2.87,-0.07719999999999999,31496511.0,"['Top Losers', 'Most Active']",2,-,-,-,531.72M,12.11%,-,-,-,531.72M,106.47%,-,-,-,17.29%,5.91% / 0.97,90.07%,4.09B,0.79,-,-,31.45M,-,-4.99,-,-,-,2.39,-,-,-,-,-,0.65,10.50,103.55%,-,-,-,-,-72.67%,-,-,-,-,-,341.54%,0.28,3046,-,26.90%,-,71.25,14.08%,12.57%,No,-,-,-,0.97,3.11,Yes,-,-,-,32.48M,-,40.24%,95.25%,17.41%
271,M,"Macy's, Inc.",Consumer Cyclical,Department Stores,USA,6490000000.0,5.0,22.14,-0.0771,12040391.0,"['Top Losers', 'Most Active']",2,-,4.80,0.30%,272.00M,-7.87%,6.28,3.82,-0.90%,270.31M,8.37%,1.41B,-,0.73,83.60%,7.15% / 1.96,13.07%,25.71B,0.25,133.50%,-4.85%,19.32M,26.30%,12.78,1.88,-9.02%,8.20%,23.48,-13.45%,1.20,19.91,-7.75%,40.60%,15.10,28.21,7.22%,0.63,4.62,17.50%,22.90%,-21.52%,1.85,2.63%,0.10,-0.40%,40.20%,46.62%,0.92,88857,1.10,-3.80%,7.80%,43.60,4.35%,3.51%,Yes,0.91,-48.90%,5.50%,1.22,23.99,Yes,0.86,Nov 17 BMO,12.20%,9.84M,2.80,-4.73%,-0.57%,9.42%
272,RXST,"RxSight, Inc.",Healthcare,Medical Devices,USA,383910000.0,,12.71,-0.077,804473.0,"['Top Losers', 'Unusual Volume']",2,-,-2.43,0.20%,27.67M,-8.63%,-,-2.25,0.00%,21.74M,-6.20%,-66.90M,-,-0.74,49.30%,1.90% / 5.95,0.71%,41.30M,9.30,27.50%,-1.34%,0.41M,-16.60%,3.47,3.97,13.10%,-38.60%,19.40,11.88%,4.05,3.40,-,-57.20%,9.78,16.99,0.32%,-,-,-,-29.70%,-25.19%,-,-,7.60,-,40.60%,29.96%,0.78,221,8.50,117.20%,-,43.49,4.15%,5.76%,Yes,0.42,-31.10%,-,11.62,13.77,Yes,0.42,Nov 07 AMC,-,69.25K,1.80,-5.26%,-1.43%,-2.79%
273,ATRA,"Atara Biotherapeutics, Inc.",Healthcare,Biotechnology,USA,547040000.0,,5.04,-0.07690000000000001,1095244.0,"['Top Losers', 'Earnings After', 'Double Bottom']",3,-,-2.47,1.50%,102.42M,-1.75%,-,-2.43,-3.72%,94.28M,43.59%,-247.10M,-,-0.51,-,14.45% / 9.78,6.55%,70.90M,7.72,12.40%,-0.23%,13.63M,7.46%,1.83,2.98,-24.00%,-59.20%,18.88,-66.84%,2.65,2.06,-,-104.20%,2.83,16.07,53.66%,-,-,-5.70%,-121.70%,-68.64%,0.91,-,3.90,-,-,78.09%,0.34,340,3.90,-16.70%,-,58.69,6.28%,7.27%,Yes,0.02,9.20%,-,0.79,5.46,Yes,0.02,Feb 08 AMC,-,1.39M,2.60,11.49%,23.11%,6.89%
274,GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,USA,1439170000000.0,21.79,99.37,-0.0768,94422629.0,"['Top Losers', 'Most Active', 'Major News']",3,S&P 500,4.94,7.78%,6.86B,-1.06%,17.62,6.11,0.09%,5.88B,12.89%,66.99B,1.40,1.08,78.60%,0.69% / 1.26,12.30%,282.11B,5.10,-18.80%,-0.20%,40.39M,-14.80%,19.86,5.42,19.16%,16.70%,125.68,-28.61%,8.51,12.65,15.51%,23.50%,83.34,143.79,12.63%,-,23.98,23.30%,23.40%,-30.89%,1.08,-,2.30,20.60%,56.10%,19.23%,3.88,190234,2.40,1.00%,26.50%,52.54,3.65%,2.87%,Yes,0.06,-31.50%,21.30%,2.94,107.64,Yes,0.06,Feb 02 AMC,0.00%,32.15M,1.80,2.15%,5.43%,-4.98%
275,LDI,"loanDepot, Inc.",Financial,Mortgage Finance,USA,826560000.0,,2.41,-0.0766,623656.0,"['Top Losers', 'Recent Insider Selling']",2,-,-1.21,7.70%,162.46M,-6.23%,-,-0.27,-12.46%,61.52M,13.15%,-187.10M,-,-0.25,20.70%,4.77% / 5.82,45.18%,2.22B,0.37,-182.00%,0.61%,2.94M,30.98%,3.08,0.85,80.90%,-1.90%,2.33,-32.49%,3.61,0.72,-,-35.10%,1.25,4.71,46.06%,0.32,0.17,11.00%,11.90%,-48.83%,-,12.26%,-,26.80%,82.20%,92.80%,0.19,11307,-,-68.40%,-6.30%,53.35,8.57%,8.57%,Yes,9.63,-193.60%,-8.40%,1.24,2.61,Yes,9.63,Nov 08 AMC,-,503.92K,2.90,-0.90%,22.81%,27.84%
276,ACER,Acer Therapeutics Inc.,Healthcare,Biotechnology,USA,35500000.0,,2.05,-0.0766,293916.0,Top Losers,1,-,-1.44,19.50%,16.09M,-10.09%,-,-0.61,65.10%,13.36M,-25.99%,-21.30M,-,-0.37,26.10%,2.01% / 0.41,56.49%,0.40M,88.74,47.60%,1.04%,0.27M,34.87%,-0.76,-,58.80%,-80.10%,8.50,-5.53%,0.40,5.55,-,259.30%,1.11,4.56,-18.33%,-,-,38.00%,902.80%,-55.04%,0.64,-,0.40,-15.40%,-,84.85%,0.22,35,0.40,-,-,36.78,7.05%,8.29%,Yes,-,-36.10%,-,0.45,2.22,Yes,-,-,-,647.61K,2.00,-16.38%,-16.72%,14.42%
277,ARAV,"Aravive, Inc.",Healthcare,Biotechnology,USA,114360000.0,,1.93,-0.0766,130456.0,"['Top Losers', 'Most Volatile']",2,-,-2.35,2.20%,30.52M,15.57%,-,-1.15,0.00%,29.93M,20.62%,-60.20M,-,-0.33,6.70%,3.41% / 7.42,14.88%,8.60M,13.30,-0.80%,-30.16%,1.02M,101.04%,0.49,4.27,38.50%,-100.40%,9.80,-11.06%,0.51,4.10,-,-190.20%,0.58,2.40,46.21%,-,-,36.40%,-,-19.58%,2.38,-,1.60,-,-,232.70%,0.17,23,1.60,108.30%,-,60.24,13.99%,9.33%,Yes,0.00,3.90%,-,0.95,2.09,Yes,0.00,Nov 10 BMO,-,137.48K,1.70,9.29%,22.38%,63.81%
278,QH,Quhuo Limited,Technology,Software - Application,China,9290000.0,,1.74,-0.0764,162855.0,"['Top Losers', 'Most Volatile']",2,-,-24.26,24.61%,5.27M,20.58%,-,-,0.00%,3.50M,18.12%,-10.60M,-,-,0.10%,3.13% / 0.29,24.02%,602.00M,0.02,-,25.38%,0.11M,-59.44%,147.20,0.01,-,-6.20%,-,-77.58%,4.45,0.42,-,-14.60%,1.07,8.70,44.69%,-,-,-,-24.50%,-80.04%,-,-,1.30,-,5.40%,62.27%,0.15,685,1.30,120.20%,-1.50%,61.17,11.22%,7.99%,No,0.23,71.40%,-1.80%,0.43,1.88,Yes,0.00,Nov 15 BMO,-,377.79K,2.00,13.67%,22.12%,-36.29%
279,RBOT,Vicarious Surgical Inc.,Healthcare,Medical Devices,USA,392030000.0,9.81,2.9,-0.0764,267270.0,"['Top Losers', 'Recent Insider Selling']",2,-,0.32,6.10%,121.97M,-3.01%,-,-0.74,-4.14%,60.08M,40.10%,38.10M,-,-0.17,39.00%,8.05% / 10.05,-21.83%,-,-,-170.80%,0.24%,4.84M,-32.71%,0.89,3.53,-1750.00%,22.50%,9.75,-53.15%,1.02,3.09,-,33.90%,1.69,6.59,43.56%,-,-,-,-,-55.99%,-,-,11.20,-,-,71.60%,0.23,165,11.20,-,-,56.27,8.60%,9.26%,Yes,0.01,46.70%,-,0.56,3.14,Yes,0.00,Feb 13 AMC,0.00%,481.27K,1.70,5.96%,13.92%,-16.79%
280,RPID,"Rapid Micro Biosystems, Inc.",Healthcare,Medical Devices,USA,56980000.0,,1.21,-0.07629999999999999,109387.0,"['Top Losers', 'Most Volatile']",2,-,-1.40,13.73%,42.52M,-16.55%,-,-1.25,0.00%,31.44M,-11.68%,-59.00M,-,-0.36,82.60%,0.09% / 0.24,-55.02%,18.00M,3.17,-66.40%,-6.14%,0.03M,-70.91%,4.21,0.31,11.30%,-26.50%,9.00,-83.97%,2.64,0.50,-,-29.40%,1.12,8.98,7.08%,-,-,-,-22.80%,-86.53%,-,-,8.10,-,-47.40%,8.04%,0.10,220,9.50,-31.90%,-,29.35,5.58%,4.86%,No,0.00,37.00%,-,0.99,1.31,Yes,0.00,Nov 10 BMO,-,110.22K,2.00,-15.05%,-21.86%,-62.25%
281,OST,"Ostin Technology Group Co., Ltd.",Technology,Electronic Components,China,17530000.0,5.57,1.09,-0.07629999999999999,17996.0,Top Losers,1,-,0.21,48.85%,13.50M,-0.91%,-,-,0.00%,6.91M,6.87%,2.90M,-,-,0.30%,0.35% / 0.46,-4.39%,140.50M,0.12,14.20%,45.78%,0.02M,-50.68%,1.54,0.77,-,-,-,-,0.24,5.01,-,-,0.65,47.79,15.34%,-,-,-,7.00%,-97.72%,-,-,0.50,-,11.30%,67.43%,0.11,272,0.90,6.90%,-,49.68,9.83%,10.11%,No,2.00,29.80%,-,0.34,1.18,Yes,0.00,-,-,53.20K,-,-1.64%,4.47%,-38.51%
282,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,30330000.0,,2.06,-0.0762,207836.0,Top Losers,1,-,-,61.03%,13.60M,1.48%,-,-,-0.28%,5.27M,17.71%,-,-,-,3.69%,3.30% / 0.11,4.57%,-,-,-,-,0.17M,-,0.62,3.60,-,-,-,-,-,-,-,-,1.35,126.26,5.10%,-,-,-,-,-98.37%,-,-,-,-,-,52.59%,0.27,-,-,-,-,48.22,10.25%,11.96%,No,-,-,-,0.13,2.23,Yes,-,-,-,1.56M,-,-1.86%,-2.54%,-65.26%
283,RCON,"Recon Technology, Ltd.",Energy,Oil & Gas Equipment & Services,China,57180000.0,3.86,1.58,-0.076,136093.0,Top Losers,1,-,0.44,53.60%,33.88M,0.00%,-,-0.11,0.00%,32.49M,5.33%,14.20M,-,-,6.80%,2.25% / 2.23,46.30%,12.50M,4.57,277.20%,-2.78%,0.73M,122.75%,3.53,0.48,35.30%,21.20%,-,47.66%,1.41,1.21,-,31.00%,0.50,1.81,25.40%,-,-,16.30%,-18.80%,-12.71%,2.67,-,8.40,6.90%,23.20%,214.43%,0.13,188,8.40,-16.90%,-,54.98,6.51%,10.08%,Yes,0.06,66.00%,-,0.42,1.71,Yes,0.01,-,0.00%,327.11K,3.00,1.43%,23.27%,75.44%
284,BEAM,Beam Therapeutics Inc.,Healthcare,Biotechnology,USA,3380000000.0,,44.03,-0.076,691648.0,Top Losers,1,-,-4.54,1.50%,70.34M,-4.22%,-,-5.44,-20.85%,69.16M,13.83%,-315.40M,-,-1.33,87.10%,18.81% / 15.79,16.14%,92.00M,36.75,-37.70%,-0.79%,13.01M,-27.77%,10.16,4.69,-12.40%,-22.20%,77.69,-30.27%,15.42,3.09,4.10%,-39.80%,27.77,80.00,12.58%,-,85.82,-,-47.20%,-44.96%,-,-,4.60,-,-,58.55%,2.87,341,4.60,1970.60%,-,49.03,6.87%,5.94%,Yes,0.01,-267.70%,-,0.84,47.65,Yes,0.00,Nov 07 BMO,-,823.73K,1.70,-1.02%,2.09%,-5.47%
285,TOP,TOP Financial Group Limited,Financial,Capital Markets,Hong Kong,138440000.0,33.08,3.67,-0.0756,89615.0,"['Top Losers', 'New Low', 'Most Volatile']",3,-,0.12,85.59%,35.05M,-20.39%,-,-,0.00%,5.05M,-30.23%,-,-,-,0.09%,11.75% / 3.37,-20.91%,9.77M,14.17,-,-,0.59M,-75.87%,0.98,4.03,-,-,-,-,-,-,-,-,3.60,50.97,-24.80%,-,-,-,-,-92.80%,-,-,-,-,-,1.94%,0.40,11,-,60.60%,-,27.31,10.25%,7.46%,No,-,112.20%,-,0.51,3.97,Yes,-,-,-,176.32K,-,-22.70%,-22.79%,-70.54%
286,ISEE,"IVERIC bio, Inc.",Healthcare,Biotechnology,USA,3200000000.0,,21.05,-0.0755,3076449.0,Top Losers,1,-,-1.34,0.40%,136.08M,-11.18%,-,-1.50,-31.02%,134.31M,10.96%,-159.20M,-,-0.38,96.20%,8.41% / 4.80,0.81%,-,-,1.40%,4.73%,11.30M,57.32%,2.16,10.54,-4.20%,-45.70%,29.33,40.24%,2.28,9.98,-,-51.10%,8.85,24.56,-1.68%,-,-,27.10%,-,-14.29%,1.08,-,13.40,-,-,137.85%,1.09,148,13.40,-,-,46.14,4.79%,4.61%,Yes,0.00,-50.90%,-,1.31,22.77,Yes,0.00,Nov 03 BMO,-,2.36M,1.70,-1.24%,-1.90%,29.69%
287,PSHG,Performance Shipping Inc.,Industrials,Marine Shipping,Greece,12260000.0,,2.82,-0.0754,115027.0,Top Losers,1,-,-47.61,7.55%,4.05M,-1.40%,-,-,0.00%,3.74M,-14.80%,0.10M,-,-,6.50%,4.06% / 0.93,-32.50%,57.10M,0.21,-368.20%,-,0.15M,-54.15%,46.27,0.07,-,0.30%,-,-93.84%,8.83,0.35,10.00%,0.50%,2.32,71.25,-20.34%,-,-,-39.70%,-6.20%,-96.04%,0.26,-,2.80,1.90%,48.30%,21.55%,0.22,152,2.80,137.60%,22.40%,41.95,4.55%,7.39%,No,0.58,110.10%,1.00%,0.71,3.05,Yes,0.46,Nov 14 BMO,-,162.76K,2.00,-4.99%,-15.90%,-69.44%
288,CTV,Innovid Corp.,Communication Services,Advertising Agencies,USA,327290000.0,,2.21,-0.0753,118967.0,Top Losers,1,-,-0.38,0.20%,132.96M,-6.36%,-,-0.10,-29.06%,111.66M,42.58%,-46.70M,-,-0.02,67.20%,2.15% / 10.30,-36.31%,119.40M,2.74,-991.10%,7.31%,2.40M,-29.17%,1.54,1.55,23.10%,-19.10%,4.10,-52.27%,0.34,7.04,-,-23.90%,1.05,7.49,29.24%,-,-,-,-4.20%,-70.49%,-,-,4.10,-,76.90%,110.48%,0.20,396,4.10,-46.30%,-26.50%,50.44,9.81%,9.09%,No,0.07,81.40%,-39.10%,0.51,2.39,Yes,0.07,Feb 24 BMO,-,233.52K,2.20,1.66%,3.07%,-24.77%
289,AUVI,"Applied UV, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,16820000.0,,1.23,-0.07519999999999999,514108.0,Top Losers,1,-,-1.03,38.38%,12.66M,-7.52%,-,-0.63,0.00%,2.54M,-5.38%,-11.80M,-,-0.18,2.50%,10.02% / 0.10,21.78%,19.10M,0.88,-46.10%,-21.18%,0.25M,-33.15%,2.04,0.65,25.90%,-31.90%,5.00,-29.31%,0.09,15.30,-,-39.70%,0.83,4.20,35.93%,-,-,-,-21.00%,-70.71%,-,-,0.70,-,25.60%,48.19%,0.15,61,1.40,63.90%,-51.10%,51.00,6.95%,11.27%,No,0.02,-72.40%,-62.10%,0.21,1.33,Yes,0.00,Nov 14 AMC,-,2.48M,2.00,0.63%,12.88%,-14.26%
290,AVTX,"Avalo Therapeutics, Inc.",Healthcare,Biotechnology,USA,33350000.0,,3.2,-0.0751,35375.0,"['Top Losers', 'Oversold']",2,-,-5.40,0.10%,9.41M,-17.95%,-,-3.69,27.56%,7.57M,-35.22%,-51.00M,-,-0.77,59.00%,0.54% / 2.56,-52.24%,17.40M,1.92,12.50%,-3.87%,0.04M,-38.22%,-0.22,-,-26.80%,-96.80%,10.62,-70.91%,1.75,1.97,-,-952.00%,2.42,11.88,-36.51%,-,-,14.70%,-146.60%,-73.06%,1.63,-,1.10,36.20%,81.40%,32.08%,0.32,42,1.10,964.30%,-,19.53,13.45%,7.18%,No,-,116.30%,-,2.23,3.46,Yes,-,-,-,15.86K,2.00,-25.43%,-34.73%,-34.27%
291,UPST,"Upstart Holdings, Inc.",Financial,Credit Services,USA,1810000000.0,,18.96,-0.0751,5896512.0,"['Top Losers', 'Channel Down']",2,-,-0.09,1.70%,81.67M,-6.14%,5125.00,0.00,-3.12%,69.99M,40.65%,5.50M,-,-0.47,39.40%,36.74% / 4.53,1.83%,1.04B,1.74,-101.30%,-14.25%,25.72M,-33.36%,8.80,2.33,100.00%,0.30%,14.54,-80.26%,7.74,2.65,30.00%,0.70%,12.01,161.00,43.42%,-,-,-,9.50%,-88.22%,-,-,-,-,82.10%,57.87%,2.04,1497,-,-14.80%,0.50%,52.47,12.45%,11.20%,Yes,0.00,-327.10%,0.50%,1.05,20.50,Yes,1.28,Feb 14 AMC,0.00%,5.68M,3.50,3.34%,13.61%,-34.46%
292,SELB,"Selecta Biosciences, Inc.",Healthcare,Biotechnology,USA,289230000.0,5.57,1.73,-0.07490000000000001,1689707.0,Top Losers,1,-,0.34,0.40%,152.85M,-5.46%,-,-0.31,-11.99%,114.59M,30.08%,41.70M,-,-0.07,48.80%,5.25% / 8.32,9.49%,123.90M,2.33,67.00%,5.16%,6.02M,-32.42%,0.56,3.34,-358.30%,24.80%,6.71,-24.12%,0.95,1.98,-,66.00%,0.65,2.73,53.10%,-,-,43.50%,-42.70%,-36.63%,1.11,-,6.70,60.10%,-,167.43%,0.13,58,6.70,-15.20%,21.90%,56.95,7.08%,8.79%,Yes,0.31,66.80%,33.70%,2.34,1.87,Yes,0.24,Nov 03 BMO,0.00%,723.02K,1.50,0.90%,23.06%,18.30%
293,SRDX,"Surmodics, Inc.",Healthcare,Diagnostics & Research,USA,440710000.0,,28.86,-0.0747,48055.0,Top Losers,1,-,-1.96,3.40%,13.94M,1.37%,-,-1.62,-2.01%,13.57M,-24.19%,-27.30M,-,-0.66,92.60%,2.15% / 4.84,-19.16%,100.00M,4.41,-747.10%,0.25%,0.29M,-18.36%,7.77,4.01,31.90%,-15.50%,54.00,-30.26%,1.34,23.20,10.00%,-21.70%,24.33,45.85,-15.42%,-,-,-54.10%,-22.70%,-37.06%,0.94,-,1.40,6.50%,79.60%,18.62%,1.98,447,1.80,8.30%,-22.10%,42.73,5.71%,6.64%,Yes,0.09,-,-27.30%,0.80,31.19,Yes,0.00,Feb 06 AMC,-,60.37K,1.50,-5.85%,-13.47%,-16.34%
294,GBIO,Generation Bio Co.,Healthcare,Biotechnology,USA,350460000.0,,5.96,-0.0745,134446.0,Top Losers,1,-,-2.37,3.50%,58.87M,-3.40%,-,-2.23,4.04%,56.21M,28.73%,-135.20M,-,-0.58,97.80%,2.61% / 7.31,-7.88%,-,-,-21.70%,1.05%,1.47M,-21.68%,5.24,1.23,7.10%,-31.00%,16.00,3.29%,5.53,1.16,-,-39.50%,3.55,9.59,51.65%,-,-,-,-,-37.85%,-,-,17.90,-,-,68.12%,0.52,150,17.90,-,-,54.38,9.97%,9.43%,Yes,0.00,5.30%,-,0.67,6.44,Yes,0.00,Nov 03 AMC,-,200.70K,1.90,6.96%,17.34%,3.29%
295,GALT,Galectin Therapeutics Inc.,Healthcare,Biotechnology,USA,101160000.0,,1.74,-0.0745,240635.0,Top Losers,1,-,-0.60,1.20%,59.40M,51.30%,-,-0.83,2.43%,35.79M,48.72%,-35.50M,-,-0.17,11.80%,5.56% / 20.30,32.82%,-,-,-26.70%,-1.67%,1.99M,-8.90%,-0.41,-,-,-119.00%,11.00,-19.07%,0.29,6.40,-,283.10%,1.02,2.57,53.98%,-,-,7.30%,-,-32.30%,1.59,-,1.80,-,-,70.59%,0.10,9,1.80,-,-,75.17,10.87%,5.61%,Yes,-,-0.10%,-,2.46,1.88,Yes,-,Nov 14 BMO,-,97.97K,2.00,44.82%,46.44%,16.15%
